Name,Number of nodes,Number of edges,Number of deliver edges,Cost,Time (ms),Time (s)
C_1.txt,11,13,7,1276.01,3,0
C_10.txt,14,32,12,52198.7,9,0
C_11.txt,14,32,17,48787.7,25,0
C_12.txt,14,32,18,521978.0,23,0
C_13.txt,17,35,21,6443.86,49,0
C_14.txt,17,35,17,36161.9,21,0
C_15.txt,17,35,21,14475.4,28,0
C_16.txt,17,35,15,54801.7,12,0
C_17.txt,17,35,16,57808.5,25,0
C_18.txt,17,35,16,617290.0,17,0
C_2.txt,11,13,7,10123.7,4,0
C_3.txt,11,13,4,790.26,2,0
C_4.txt,11,13,5,12268.1,2,0
C_5.txt,11,13,8,27251.6,5,0
C_6.txt,11,13,4,62559.7,2,0
C_7.txt,14,32,19,6580.27,27,0
C_8.txt,14,32,15,37491.8,24,0
C_9.txt,14,32,14,7636.87,15,0
E_1.txt,7,12,12,2574.37,16,0
E_10.txt,10,18,18,120017.0,43,0
E_11.txt,10,18,18,57945.7,19,0
E_12.txt,10,18,18,534511.0,37,0
E_13.txt,20,32,32,17727.9,64,0
E_14.txt,20,32,32,111341.0,82,0
E_15.txt,20,32,32,41532.2,90,0
E_16.txt,20,32,32,306953.0,82,0
E_17.txt,20,32,32,191991.0,188,0
E_18.txt,20,32,32,1775600.0,138,0
E_2.txt,7,12,12,15599.1,12,0
E_3.txt,7,12,12,4616.5,9,0
E_4.txt,7,12,12,29314.9,9,0
E_5.txt,7,12,12,25636.6,15,0
E_6.txt,7,12,12,283518.0,12,0
E_7.txt,10,18,18,4760.13,20,0
E_8.txt,10,18,18,40626.9,20,0
E_9.txt,10,18,18,8909.54,19,0
H_1.txt,6,11,6,967.267,4,0
H_10.txt,10,30,16,59852.9,15,0
H_11.txt,11,35,16,10398.3,40,0
H_12.txt,11,35,8,37785.3,4,0
H_13.txt,12,40,26,16631.4,47,0
H_14.txt,12,40,21,162754.0,49,0
H_15.txt,14,48,23,21617.3,41,0
H_16.txt,14,48,24,238074.0,76,0
H_17.txt,18,22,13,7042.8,12,0
H_18.txt,18,22,13,73902.0,12,0
H_19.txt,21,26,15,10159.8,15,0
H_2.txt,6,11,3,2948.41,1,0
H_20.txt,21,26,13,77509.3,10,0
H_21.txt,24,30,17,21089.5,37,0
H_22.txt,24,30,16,110261.0,32,0
H_23.txt,27,33,15,17317.1,14,0
H_24.txt,27,33,14,90342.6,16,0
H_3.txt,7,15,4,302.947,2,0
H_4.txt,7,15,9,28379.1,5,0
H_5.txt,8,20,9,2007.76,5,0
H_6.txt,8,20,4,6963.49,1,0
H_7.txt,9,25,11,2931.16,9,0
H_8.txt,9,25,12,38200.3,12,0
H_9.txt,10,30,16,8765.56,17,0
large_1.txt,10,16,16,5224.29,15,0
large_10.txt,10,20,20,84455.2,37,0
large_11.txt,10,20,20,63743.1,37,0
large_12.txt,10,20,20,632172.0,52,0
large_13.txt,10,27,27,10215.8,74,0
large_14.txt,10,27,27,91846.8,104,0
large_15.txt,10,27,27,30171.7,58,0
large_16.txt,10,27,27,241301.0,114,0
large_17.txt,10,27,27,153085.0,54,0
large_18.txt,10,27,27,1326200.0,59,0
large_19.txt,20,53,53,42822.8,415,0
large_2.txt,10,16,16,29003.2,26,0
large_20.txt,20,53,53,286172.0,419,0
large_21.txt,20,53,53,111002.0,245,0
large_22.txt,20,53,53,965878.0,327,0
large_23.txt,20,53,53,633539.0,308,0
large_24.txt,20,53,53,5160360.0,527,0
large_25.txt,20,75,75,91049.2,520,0
large_26.txt,20,75,75,420752.0,885,0
large_27.txt,20,75,75,172695.0,645,0
large_28.txt,20,75,75,1558010.0,1775,1
large_29.txt,20,75,75,973482.0,656,0
large_3.txt,10,16,16,6691.71,18,0
large_30.txt,20,75,75,10336900.0,1429,1
large_31.txt,30,110,110,212168.0,1818,1
large_32.txt,30,110,110,1314490.0,2218,2
large_33.txt,30,110,110,378870.0,2352,2
large_34.txt,30,110,110,3578960.0,3476,3
large_35.txt,30,110,110,2077490.0,1422,1
large_36.txt,30,110,110,20321400.0,4135,4
large_37.txt,30,162,162,522393.0,6545,6
large_38.txt,30,162,162,2761660.0,11639,11
large_39.txt,30,162,162,831280.0,6392,6
large_4.txt,10,16,16,51489.9,19,0
large_40.txt,30,162,162,6225700.0,9027,9
large_41.txt,30,162,162,6547940.0,3890,3
large_42.txt,30,162,162,47357000.0,6432,6
large_43.txt,30,232,232,854263.0,13661,13
large_44.txt,30,232,232,5017010.0,21003,21
large_45.txt,30,232,232,1950260.0,16324,16
large_46.txt,30,232,232,14323100.0,25020,25
large_47.txt,30,232,232,9986500.0,18780,18
large_48.txt,30,232,232,91329200.0,11528,11
large_5.txt,10,16,16,45697.9,23,0
large_6.txt,10,16,16,655970.0,17,0
large_7.txt,10,20,20,6949.57,28,0
large_8.txt,10,20,20,40084.8,44,0
large_9.txt,10,20,20,12284.2,36,0
small_1.txt,7,8,8,1130.41,4,0
small_10.txt,7,9,9,23535.9,6,0
small_11.txt,7,9,9,13144.0,5,0
small_12.txt,7,9,9,94532.3,5,0
small_13.txt,8,10,10,2490.87,17,0
small_14.txt,8,10,10,15774.2,23,0
small_15.txt,8,10,10,4110.82,7,0
small_16.txt,8,10,10,24580.1,8,0
small_17.txt,8,10,10,17685.5,6,0
small_18.txt,8,10,10,137343.0,6,0
small_2.txt,7,8,8,10969.9,5,0
small_3.txt,7,8,8,883.931,4,0
small_4.txt,7,8,8,21224.1,4,0
small_5.txt,7,8,8,11390.6,4,0
small_6.txt,7,8,8,146806.0,4,0
small_7.txt,7,9,9,1789.02,7,0
small_8.txt,7,9,9,9167.69,5,0
small_9.txt,7,9,9,2427.14,5,0
