Name,Number of nodes,Number of edges,Number of deliver edges,Cost,Time (ms),Time (s)
H_3.txt,7,15,4,302.947,2,0
H_4.txt,7,15,9,28379.1,6,0
H_5.txt,8,20,9,1994.51,8,0
H_6.txt,8,20,4,6963.49,2,0
H_7.txt,9,25,11,2931.16,10,0
H_8.txt,9,25,12,38200.3,24,0
H_9.txt,10,30,16,8765.56,21,0
large_1.txt,10,16,16,5224.29,18,0
large_10.txt,10,20,20,84455.2,35,0
large_11.txt,10,20,20,62556.4,49,0
large_12.txt,10,20,20,631274.0,44,0
large_13.txt,10,27,27,10215.8,117,0
large_14.txt,10,27,27,84100.4,344,0
large_15.txt,10,27,27,30171.7,108,0
large_16.txt,10,27,27,235237.0,123,0
large_17.txt,10,27,27,153085.0,88,0
large_18.txt,10,27,27,1271470.0,113,0
large_19.txt,20,53,53,42822.8,463,0
large_2.txt,10,16,16,29003.2,31,0
large_20.txt,20,53,53,281006.0,762,0
large_21.txt,20,53,53,106075.0,677,0
large_22.txt,20,53,53,965878.0,409,0
large_23.txt,20,53,53,633539.0,373,0
large_24.txt,20,53,53,5031250.0,480,0
large_25.txt,20,75,75,91049.2,639,0
large_26.txt,20,75,75,394420.0,1285,1
large_27.txt,20,75,75,172695.0,687,0
large_28.txt,20,75,75,1571330.0,2752,2
large_29.txt,20,75,75,969131.0,922,0
large_3.txt,10,16,16,6691.71,17,0
large_30.txt,20,75,75,10655900.0,1149,1
large_31.txt,30,110,110,210901.0,2166,2
large_32.txt,30,110,110,1314490.0,2505,2
large_33.txt,30,110,110,378870.0,2401,2
large_34.txt,30,110,110,3537510.0,3104,3
large_35.txt,30,110,110,2077490.0,1670,1
large_36.txt,30,110,110,20320500.0,4946,4
large_37.txt,30,162,162,522138.0,9552,9
large_38.txt,30,162,162,2764240.0,8450,8
large_39.txt,30,162,162,831344.0,6611,6
large_4.txt,10,16,16,51489.9,26,0
large_40.txt,30,162,162,6199030.0,12908,12
large_41.txt,30,162,162,6502210.0,10438,10
large_42.txt,30,162,162,47354600.0,10018,10
large_43.txt,30,232,232,855517.0,13627,13
large_44.txt,30,232,232,5016410.0,28919,28
large_45.txt,30,232,232,1948810.0,22115,22
large_46.txt,30,232,232,14308100.0,36377,36
large_47.txt,30,232,232,9986500.0,19600,19
large_48.txt,30,232,232,90352700.0,42201,42
large_5.txt,10,16,16,45697.9,18,0
large_6.txt,10,16,16,655970.0,27,0
large_7.txt,10,20,20,6865.42,49,0
large_8.txt,10,20,20,37581.2,74,0
large_9.txt,10,20,20,12284.2,33,0
small_1.txt,7,8,8,1130.41,5,0
small_10.txt,7,9,9,23535.9,6,0
small_11.txt,7,9,9,13144.0,6,0
small_12.txt,7,9,9,93620.6,8,0
small_13.txt,8,10,10,2490.87,14,0
small_14.txt,8,10,10,13121.6,54,0
small_15.txt,8,10,10,4110.82,6,0
small_16.txt,8,10,10,24512.4,10,0
small_17.txt,8,10,10,17685.5,7,0
small_18.txt,8,10,10,137343.0,6,0
small_2.txt,7,8,8,10969.9,6,0
small_3.txt,7,8,8,883.931,4,0
small_4.txt,7,8,8,21096.6,8,0
small_5.txt,7,8,8,11390.6,4,0
small_6.txt,7,8,8,146806.0,4,0
small_7.txt,7,9,9,1789.02,7,0
small_8.txt,7,9,9,9167.69,7,0
small_9.txt,7,9,9,2427.14,6,0
