Name,Number of nodes,Number of edges,Number of deliver edges,Cost,Time (ms),Time (s)
large_10.txt,10,20,20,94121.3,5,0
large_11.txt,10,20,20,63642.2,5,0
large_12.txt,10,20,20,677613.0,5,0
large_13.txt,10,27,27,10427.3,8,0
large_14.txt,10,27,27,101144.0,12,0
large_15.txt,10,27,27,30171.7,9,0
large_16.txt,10,27,27,274069.0,11,0
large_17.txt,10,27,27,168057.0,9,0
large_18.txt,10,27,27,1308870.0,12,0
large_19.txt,20,53,53,43133.2,66,0
large_2.txt,10,16,16,29559.0,3,0
large_20.txt,20,53,53,310587.0,73,0
large_21.txt,20,53,53,109911.0,70,0
large_22.txt,20,53,53,1013740.0,74,0
large_23.txt,20,53,53,634119.0,72,0
large_24.txt,20,53,53,5185940.0,80,0
large_25.txt,20,75,75,89659.7,224,0
large_26.txt,20,75,75,438733.0,232,0
large_27.txt,20,75,75,175020.0,201,0
large_28.txt,20,75,75,1687700.0,242,0
large_29.txt,20,75,75,971131.0,197,0
large_3.txt,10,16,16,6821.84,3,0
large_30.txt,20,75,75,11046600.0,183,0
large_31.txt,30,110,110,218596.0,564,0
large_32.txt,30,110,110,1479470.0,642,0
large_33.txt,30,110,110,387734.0,555,0
large_34.txt,30,110,110,3660400.0,699,0
large_35.txt,30,110,110,2089220.0,738,0
large_36.txt,30,110,110,21425700.0,716,0
large_37.txt,30,162,162,526845.0,1836,1
large_38.txt,30,162,162,3120950.0,2211,2
large_39.txt,30,162,162,849634.0,1817,1
large_4.txt,10,16,16,54346.7,2,0
large_40.txt,30,162,162,6361300.0,2034,2
large_41.txt,30,162,162,6586710.0,1840,1
large_42.txt,30,162,162,49404400.0,2206,2
large_43.txt,30,232,232,866656.0,5827,5
large_44.txt,30,232,232,5865230.0,6131,6
large_45.txt,30,232,232,1942200.0,5878,5
large_46.txt,30,232,232,15522400.0,6102,6
large_47.txt,30,232,232,9812390.0,5847,5
large_48.txt,30,232,232,93284300.0,6344,6
large_5.txt,10,16,16,45697.9,1,0
large_6.txt,10,16,16,653651.0,2,0
large_7.txt,10,20,20,6865.42,5,0
large_8.txt,10,20,20,40876.3,4,0
large_9.txt,10,20,20,12284.2,3,0
small_1.txt,7,8,8,1130.41,0,0
small_10.txt,7,9,9,23535.9,0,0
small_11.txt,7,9,9,13144.0,0,0
small_12.txt,7,9,9,94708.9,1,0
small_13.txt,8,10,10,2490.87,1,0
small_14.txt,8,10,10,15774.2,0,0
small_15.txt,8,10,10,4110.82,0,0
small_16.txt,8,10,10,24580.1,0,0
small_17.txt,8,10,10,17685.5,1,0
small_18.txt,8,10,10,137783.0,1,0
small_2.txt,7,8,8,12828.8,0,0
small_3.txt,7,8,8,883.931,0,0
small_4.txt,7,8,8,23048.6,0,0
small_5.txt,7,8,8,11390.6,0,0
small_6.txt,7,8,8,146806.0,2,0
small_7.txt,7,9,9,2245.87,4,0
small_8.txt,7,9,9,13316.6,3,0
small_9.txt,7,9,9,2427.14,3,0
